,NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI,STATUS,KOD DAN NAMA PARLIMEN  ,NAMA DUN,JUMLAH UNDI,MAJORITI
711,PAHANG,N. 35 - SABAI,GOONASAKAREN A/L RAMAN,BN,3879,,P.089 - BENTONG,SABAI,9706,
712,PAHANG,N. 35 - SABAI,MOHD KHAIRUDDIN BIN ABDULLAH,PAS,1308,,P.089 - BENTONG,SABAI,9706,
713,PAHANG,N. 35 - SABAI,KARUNANEETHI A/L THANGAVEL,BEBAS,145,HILANG DEPOSIT,P.089 - BENTONG,SABAI,9706,
714,PAHANG,N. 35 - SABAI,KAMACHE A/P A DORAY RAJOO,PKR,4374,MENANG,P.089 - BENTONG,SABAI,9706,
715,PAHANG,N. 36 - PELANGAI,ADNAN BIN YAAKOB,BN,5410,MENANG,P.089 - BENTONG,PELANGAI,10325,
716,PAHANG,N. 36 - PELANGAI,NOR HAIZAN BINTI ABU HASSAN,PKR,3098,,P.089 - BENTONG,PELANGAI,10325,
717,PAHANG,N. 36 - PELANGAI,ZAHARIM BIN OSMAN,PAS,1817,,P.089 - BENTONG,PELANGAI,10325,
718,PAHANG,N. 37 - GUAI,MOHD SHAHRUL BIN MOHAMED,PAS,4852,,P.090 - BERA,GUAI,15546,
719,PAHANG,N. 37 - GUAI,AHMAD MAJDIL FAUZI BIN ABD AZIZ,PKR,2547,,P.090 - BERA,GUAI,15546,
720,PAHANG,N. 37 - GUAI,NOROLAZALI BIN SULAIMAN,BN,8147,MENANG,P.090 - BERA,GUAI,15546,
721,PAHANG,N. 38 - TRIANG,LEONG YU MAN,PKR,11222,MENANG,P.090 - BERA,TRIANG,15990,
722,PAHANG,N. 38 - TRIANG,TAN TIN LOON,BN,4768,,P.090 - BERA,TRIANG,15990,
723,PAHANG,N. 39 - KEMAYAN,MD YUSOF BIN CHE DIN,PAS,3265,,P.090 - BERA,KEMAYAN,15507,
724,PAHANG,N. 39 - KEMAYAN,MANOLAN BIN MOHAMAD,PKR,3812,,P.090 - BERA,KEMAYAN,15507,
725,PAHANG,N. 39 - KEMAYAN,MOHD FADIL BIN OSMAN,BN,8430,MENANG,P.090 - BERA,KEMAYAN,15507,
726,PAHANG,N. 40 - BUKIT IBAM,SAMSIAH BINTI ARSHAD,BN,9448,MENANG,P.091 - ROMPIN,BUKIT IBAM,18544,
727,PAHANG,N. 40 - BUKIT IBAM,ZULKURNAIN BIN MOHAMAD RIDZUAN,PKR,2126,HILANG DEPOSIT,P.091 - ROMPIN,BUKIT IBAM,18544,
728,PAHANG,N. 40 - BUKIT IBAM,NAZRI BIN AHMAD,PAS,6970,,P.091 - ROMPIN,BUKIT IBAM,18544,
729,PAHANG,N. 41 - MUADZAM SHAH,RAMLI BIN AWANG AHMAT,PAS,4241,,P.091 - ROMPIN,MUADZAM SHAH,16103,
730,PAHANG,N. 41 - MUADZAM SHAH,RAZALI BIN KASSIM,BN,9081,MENANG,P.091 - ROMPIN,MUADZAM SHAH,16103,
731,PAHANG,N. 41 - MUADZAM SHAH,OSMAN BIN A.BAKAR,PKR,2781,,P.091 - ROMPIN,MUADZAM SHAH,16103,
732,PAHANG,N. 42 - TIOMAN,MOHD ZOLFAKAR BIN TAIB,BEBAS,58,HILANG DEPOSIT,P.091 - ROMPIN,TIOMAN,15131,
733,PAHANG,N. 42 - TIOMAN,MD YUNUS BIN RAMLI,PAS,5382,,P.091 - ROMPIN,TIOMAN,15131,
734,PAHANG,N. 42 - TIOMAN,MOHD JOHARI BIN HUSSAIN,BN,6662,MENANG,P.091 - ROMPIN,TIOMAN,15131,
735,PAHANG,N. 42 - TIOMAN,AHMAD SAZILI BIN MOHD NOR,PKR,3029,,P.091 - ROMPIN,TIOMAN,15131,
736,PERAK,N. 01 - PENGKALAN HULU,AZNEL BIN IBRAHIM,BN,5716,MENANG,P.054 - GERIK,PENGKALAN HULU,11768,
737,PERAK,N. 01 - PENGKALAN HULU,MOHAMAD HAMIDI BIN ISMAIL,PAS,3341,,P.054 - GERIK,PENGKALAN HULU,11768,
738,PERAK,N. 01 - PENGKALAN HULU,AHMAD SAFWAN BIN MOHAMAD,PKR,2711,,P.054 - GERIK,PENGKALAN HULU,11768,
739,PERAK,N. 02 - TEMENGOR,SALBIAH BINTI MOHAMED,BN,7823,MENANG,P.054 - GERIK,TEMENGOR,15517,
740,PERAK,N. 02 - TEMENGOR,MD POZI BIN MD SANI,PAS,3888,,P.054 - GERIK,TEMENGOR,15517,
741,PERAK,N. 02 - TEMENGOR,MOHD FADZIL BIN ABDUL AZIZ,PKR,3806,,P.054 - GERIK,TEMENGOR,15517,
742,PERAK,N. 03 - KENERING,MOHD TARMIZI BIN IDRIS,BN,7379,MENANG,P.055 - LENGGONG,KENERING,13322,
743,PERAK,N. 03 - KENERING,NOOR SHAM BINTI ABU SAMAH,PKR,1832,,P.055 - LENGGONG,KENERING,13322,
744,PERAK,N. 03 - KENERING,AZHAR BIN RASDI,PAS,4111,,P.055 - LENGGONG,KENERING,13322,
745,PERAK,N. 04 - KOTA TAMPAN,MUHAMMAD RIF'AAT BIN RAZMAN,PAS,2881,,P.055 - LENGGONG,KOTA TAMPAN,9898,
746,PERAK,N. 04 - KOTA TAMPAN,NOOR HASNIDA BINTI MOHD. HASHIM,PKR,1834,,P.055 - LENGGONG,KOTA TAMPAN,9898,
747,PERAK,N. 04 - KOTA TAMPAN,SAARANI BIN MOHAMAD,BN,5183,MENANG,P.055 - LENGGONG,KOTA TAMPAN,9898,
748,PERAK,N. 05 - SELAMA,FAIZUL ARBY BIN MOHD. SHOHOR,BN,5227,,P.056 - LARUT,SELAMA,13361,
749,PERAK,N. 05 - SELAMA,RAZALI BIN ISMAIL,PKR,2618,,P.056 - LARUT,SELAMA,13361,
750,PERAK,N. 05 - SELAMA,MOHD AKMAL BIN KAMARUDIN,PAS,5516,MENANG,P.056 - LARUT,SELAMA,13361,
751,PERAK,N. 06 - KUBU GAJAH,KHALIL BIN YAHAYA,PAS,5786,MENANG,P.056 - LARUT,KUBU GAJAH,13063,
752,PERAK,N. 06 - KUBU GAJAH,SALIZA BINTI AHMAD,BN,5606,,P.056 - LARUT,KUBU GAJAH,13063,
753,PERAK,N. 06 - KUBU GAJAH,MAT SUPRI BIN MUSA,PKR,1671,,P.056 - LARUT,KUBU GAJAH,13063,
754,PERAK,N. 07 - BATU KURAU,ZAINAL ABIDIN BIN ABD RAHMAN,BERJASA,42,HILANG DEPOSIT,P.056 - LARUT,BATU KURAU,13121,
755,PERAK,N. 07 - BATU KURAU,MUHAMMAD AMIN BIN ZAKARIA,BN,6168,MENANG,P.056 - LARUT,BATU KURAU,13121,
756,PERAK,N. 07 - BATU KURAU,MUHAMAD AIMAN AIZUDDIN BIN MD HUSIN,PKR,3051,,P.056 - LARUT,BATU KURAU,13121,
757,PERAK,N. 07 - BATU KURAU,MOHD SHAHIR BIN MOHD HASSAN,PAS,3860,,P.056 - LARUT,BATU KURAU,13121,
758,PERAK,N. 08 - TITI SERONG,NORSALEWATI BINTI MAT NORWANI,BN,7460,,P.057 - PARIT BUNTAR,TITI SERONG,22053,
759,PERAK,N. 08 - TITI SERONG,ABU BAKAR BIN HAJI HUSSIAN,PAS,6993,,P.057 - PARIT BUNTAR,TITI SERONG,22053,
760,PERAK,N. 08 - TITI SERONG,HASNUL ZULKARNAIN BIN ABD MUNAIM,PKR,7600,MENANG,P.057 - PARIT BUNTAR,TITI SERONG,22053,
761,PERAK,N. 09 - KUALA KURAU,ABDUL BAHARIN BIN MAT DESA,PAS,5997,,P.057 - PARIT BUNTAR,KUALA KURAU,20664,
762,PERAK,N. 09 - KUALA KURAU,SHAHRUL NIZAM BIN RAZALI,BN,6012,,P.057 - PARIT BUNTAR,KUALA KURAU,20664,
763,PERAK,N. 09 - KUALA KURAU,ABDUL YUNUS BIN JAMAHRI,PKR,8655,MENANG,P.057 - PARIT BUNTAR,KUALA KURAU,20664,
764,PERAK,N. 10 - ALOR PONGSU,SHAM BIN MAT SAHAT,BN,6556,MENANG,P.058 - BAGAN SERAI,ALOR PONGSU,16545,
765,PERAK,N. 10 - ALOR PONGSU,WAN AHMAD TARMIZI BIN ABDUL AZIZ,PAS,5394,,P.058 - BAGAN SERAI,ALOR PONGSU,16545,
766,PERAK,N. 10 - ALOR PONGSU,AHMAD ZAKI BIN HUSIN,PKR,4595,,P.058 - BAGAN SERAI,ALOR PONGSU,16545,
767,PERAK,N. 11 - GUNONG SEMANGGOL,ZAINI B. CHA.,BN,5541,,P.058 - BAGAN SERAI,GUNONG SEMANGGOL,16505,
768,PERAK,N. 11 - GUNONG SEMANGGOL,RAZMAN BIN ZAKARIA,PAS,7444,MENANG,P.058 - BAGAN SERAI,GUNONG SEMANGGOL,16505,
769,PERAK,N. 11 - GUNONG SEMANGGOL,ISMAIL BIN ALI,PKR,3520,,P.058 - BAGAN SERAI,GUNONG SEMANGGOL,16505,
770,PERAK,N. 12 - SELINSING,MOHAMAD NOOR BIN DAWOO,BN,5167,MENANG,P.058 - BAGAN SERAI,SELINSING,14253,
771,PERAK,N. 12 - SELINSING,HUSIN BIN DIN,PAS,5070,,P.058 - BAGAN SERAI,SELINSING,14253,
772,PERAK,N. 12 - SELINSING,AHMAD SAQIF ANSORULLAH BIN AHMAD JIHBADZ MOKHLIS,PKR,4016,,P.058 - BAGAN SERAI,SELINSING,14253,
773,PERAK,N. 13 - KUALA SEPETANG,MOHD KAMARUDDIN BIN ABU BAKAR,BN,8993,MENANG,P.059 - BUKIT GANTANG,KUALA SEPETANG,23953,
774,PERAK,N. 13 - KUALA SEPETANG,RAHIM BIN ISMAIL,PAS,6296,,P.059 - BUKIT GANTANG,KUALA SEPETANG,23953,
775,PERAK,N. 13 - KUALA SEPETANG,CHUA YEE LING,PKR,8664,,P.059 - BUKIT GANTANG,KUALA SEPETANG,23953,
776,PERAK,N. 14 - CHANGKAT JERING,AHMAD SAIDI BIN MOHAMAD DAUD,BN,8818,MENANG,P.059 - BUKIT GANTANG,CHANGKAT JERING,21973,
777,PERAK,N. 14 - CHANGKAT JERING,MOHAMMAD NORDIN BIN JAAFAR,PAS,6199,,P.059 - BUKIT GANTANG,CHANGKAT JERING,21973,
778,PERAK,N. 14 - CHANGKAT JERING,MEGAT SHARIFFUDIN BIN IBRAHIM,PKR,6896,,P.059 - BUKIT GANTANG,CHANGKAT JERING,21973,
779,PERAK,N. 14 - CHANGKAT JERING,MOHGANAN A/L P MANIKAM,BEBAS,60,HILANG DEPOSIT,P.059 - BUKIT GANTANG,CHANGKAT JERING,21973,
780,PERAK,N. 15 - TRONG,JAMILAH BINTI ZAKARIA,BN,5139,MENANG,P.059 - BUKIT GANTANG,TRONG,10926,
781,PERAK,N. 15 - TRONG,MUHAMMAD FAISAL BIN ABDUL RAHMAN,PAS,3241,,P.059 - BUKIT GANTANG,TRONG,10926,
782,PERAK,N. 15 - TRONG,SHAHARUDDIN BIN ABDUL RASHID,PKR,2546,,P.059 - BUKIT GANTANG,TRONG,10926,
783,PERAK,N. 16 - KAMUNTING,MUHD FADHIL BIN NURUDDIN,PKR,9898,MENANG,P.060 - TAIPING,KAMUNTING,23292,
784,PERAK,N. 16 - KAMUNTING,MOHAMMAD ZAHIR BIN ABDUL KHALID,BN,8118,,P.060 - TAIPING,KAMUNTING,23292,
785,PERAK,N. 16 - KAMUNTING,MOHAMAD FAKHRUDIN BIN ABDUL AZIZ,PAS,5276,,P.060 - TAIPING,KAMUNTING,23292,
786,PERAK,N. 17 - POKOK ASSAM,LEOW THYE YIH,PKR,16954,MENANG,P.060 - TAIPING,POKOK ASSAM,21876,
787,PERAK,N. 17 - POKOK ASSAM,LEE LI KUAN,BN,4922,,P.060 - TAIPING,POKOK ASSAM,21876,
788,PERAK,N. 18 - AULONG,SOO KAY PING,BN,6059,,P.060 - TAIPING,AULONG,24182,
789,PERAK,N. 18 - AULONG,NGA KOR MING,PKR,18123,MENANG,P.060 - TAIPING,AULONG,24182,
790,PERAK,N. 19 - CHENDEROH,KHAIRUL ANUAR BIN MUSA,PKR,3176,,P.061 - PADANG RENGAS,CHENDEROH,11666,
791,PERAK,N. 19 - CHENDEROH,MOHAMMAD FARID FAIZI BIN AZIZAN,PAS,2944,,P.061 - PADANG RENGAS,CHENDEROH,11666,
792,PERAK,N. 19 - CHENDEROH,ZAINUN BIN MAT NOOR,BN,5546,MENANG,P.061 - PADANG RENGAS,CHENDEROH,11666,
793,PERAK,N. 20 - LUBOK MERBAU,AZIZI BIN MOHAMED RIDZUWAN,PAS,4499,,P.061 - PADANG RENGAS,LUBOK MERBAU,13586,
794,PERAK,N. 20 - LUBOK MERBAU,ZULKARNINE BIN HASHIM,PKR,4179,,P.061 - PADANG RENGAS,LUBOK MERBAU,13586,
795,PERAK,N. 20 - LUBOK MERBAU,JURIJ BIN JALALUDIN,BN,4908,MENANG,P.061 - PADANG RENGAS,LUBOK MERBAU,13586,
796,PERAK,N. 21 - LINTANG,MADHI BIN HASAN,PKR,6023,,P.062 - SUNGAI SIPUT,LINTANG,20088,
797,PERAK,N. 21 - LINTANG,MOHD ZOLKAFLY BIN HARUN,BN,10605,MENANG,P.062 - SUNGAI SIPUT,LINTANG,20088,
798,PERAK,N. 21 - LINTANG,ISRAN FAHMI BIN ISMAIL,PAS,3460,,P.062 - SUNGAI SIPUT,LINTANG,20088,
799,PERAK,N. 22 - JALONG,LOH SZE YEE,PKR,16138,MENANG,P.062 - SUNGAI SIPUT,JALONG,22674,
800,PERAK,N. 22 - JALONG,TAN LIAN HOE,BN,6536,,P.062 - SUNGAI SIPUT,JALONG,22674,
801,PERAK,N. 23 - MANJOI,ASMUNI BIN AWI,PKR,20052,MENANG,P.063 - TAMBUN,MANJOI,47402,
802,PERAK,N. 23 - MANJOI,MOHD HAFEZ BIN SABRI,PAS,10830,,P.063 - TAMBUN,MANJOI,47402,
803,PERAK,N. 23 - MANJOI,MOHAMAD ZIAD BIN MOHAMED ZAINAL ABIDIN,BN,16520,,P.063 - TAMBUN,MANJOI,47402,
804,PERAK,N. 24 - HULU KINTA,MUHAMAD ARAFAT BIN VARISAI MAHAMAD,PKR,17766,MENANG,P.063 - TAMBUN,HULU KINTA,39461,
805,PERAK,N. 24 - HULU KINTA,MURUGIAH A/L SUBRAMANIAM,BEBAS,217,HILANG DEPOSIT,P.063 - TAMBUN,HULU KINTA,39461,
806,PERAK,N. 24 - HULU KINTA,MAT SALLEH BIN SAID,PAS,7425,,P.063 - TAMBUN,HULU KINTA,39461,
807,PERAK,N. 24 - HULU KINTA,AMINUDDIN BIN MD HANAFIAH,BN,14053,,P.063 - TAMBUN,HULU KINTA,39461,
808,PERAK,N. 25 - CANNING,JENNY CHOY TSI JEN,PKR,21268,MENANG,P.064 - IPOH TIMOR,CANNING,24244,
809,PERAK,N. 25 - CANNING,LIEW KAR TUAN,BN,2976,HILANG DEPOSIT,P.064 - IPOH TIMOR,CANNING,24244,
810,PERAK,N. 26 - TEBING TINGGI,MAZLAN BIN MD ISA,PAS,3931,,P.064 - IPOH TIMOR,TEBING TINGGI,20672,
811,PERAK,N. 26 - TEBING TINGGI,ABDUL AZIZ BIN BARI,PKR,10334,MENANG,P.064 - IPOH TIMOR,TEBING TINGGI,20672,
812,PERAK,N. 26 - TEBING TINGGI,KHOO BOON CHUAN,BN,6407,,P.064 - IPOH TIMOR,TEBING TINGGI,20672,
813,PERAK,N. 27 - PASIR PINJI,NG KAI CHEONG,BN,2426,HILANG DEPOSIT,P.064 - IPOH TIMOR,PASIR PINJI,25708,
814,PERAK,N. 27 - PASIR PINJI,LEE CHUAN HOW,PKR,23282,MENANG,P.064 - IPOH TIMOR,PASIR PINJI,25708,
815,PERAK,N. 28 - BERCHAM,LOW GUO NAN,BN,3938,,P.065 - IPOH BARAT,BERCHAM,28585,
816,PERAK,N. 28 - BERCHAM,ONG BOON PIOW,PKR,24647,MENANG,P.065 - IPOH BARAT,BERCHAM,28585,
817,PERAK,N. 29 - KEPAYANG,CHANG KOK AUN,BN,2922,,P.065 - IPOH BARAT,KEPAYANG,15339,
818,PERAK,N. 29 - KEPAYANG,KO CHUNG SEN,PKR,12417,MENANG,P.065 - IPOH BARAT,KEPAYANG,15339,
819,PERAK,N. 30 - BUNTONG,SIVASUBRAMANIAM A/L ATHINARAYANAN,PKR,18005,MENANG,P.065 - IPOH BARAT,BUNTONG,21500,
820,PERAK,N. 30 - BUNTONG,THANGARANI A/P THIAGARAJAN,BN,2682,HILANG DEPOSIT,P.065 - IPOH BARAT,BUNTONG,21500,
821,PERAK,N. 30 - BUNTONG,MOHANARANI A/P RASIAH,PSM,813,HILANG DEPOSIT,P.065 - IPOH BARAT,BUNTONG,21500,
822,PERAK,N. 31 - JELAPANG,SARASYATHY A/P MUTHU,PSM,944,HILANG DEPOSIT,P.066 - BATU GAJAH,JELAPANG,19637,
823,PERAK,N. 31 - JELAPANG,CHEAH POU HIAN,PKR,16940,MENANG,P.066 - BATU GAJAH,JELAPANG,19637,
824,PERAK,N. 31 - JELAPANG,THANKARAJ A/L KRISHNAN,BN,1753,HILANG DEPOSIT,P.066 - BATU GAJAH,JELAPANG,19637,
825,PERAK,N. 32 - MENGLEMBU,CHAW KAM FOON,PKR,20456,MENANG,P.066 - BATU GAJAH,MENGLEMBU,23212,
826,PERAK,N. 32 - MENGLEMBU,CHIN KWAI LEONG,PSM,248,HILANG DEPOSIT,P.066 - BATU GAJAH,MENGLEMBU,23212,
827,PERAK,N. 32 - MENGLEMBU,WONG KAM SENG,BN,2508,HILANG DEPOSIT,P.066 - BATU GAJAH,MENGLEMBU,23212,
828,PERAK,N. 33 - TRONOH,YUEN CHAN HOW,BN,4560,,P.066 - BATU GAJAH,TRONOH,19954,
829,PERAK,N. 33 - TRONOH,CHIN KWAI HENG,PSM,333,HILANG DEPOSIT,P.066 - BATU GAJAH,TRONOH,19954,
830,PERAK,N. 33 - TRONOH,YONG CHOO KIONG,PKR,15061,MENANG,P.066 - BATU GAJAH,TRONOH,19954,
831,PERAK,N. 34 - BUKIT CHANDAN,MOHAMAD IMRAN BIN ABD HAMID,PKR,5465,,P.067 - KUALA KANGSAR,BUKIT CHANDAN,14137,
832,PERAK,N. 34 - BUKIT CHANDAN,MASLIN SHAM BIN RAZMAN,BN,5929,MENANG,P.067 - KUALA KANGSAR,BUKIT CHANDAN,14137,
833,PERAK,N. 34 - BUKIT CHANDAN,INTAN NORHANI BINTI MOHAMAD BASIR,PAS,2743,,P.067 - KUALA KANGSAR,BUKIT CHANDAN,14137,
834,PERAK,N. 35 - MANONG,MOHAMAD ISA BIN JAAFAR,PKR,5696,,P.067 - KUALA KANGSAR,MANONG,15967,
835,PERAK,N. 35 - MANONG,MOHAMAD ZURAIMI BIN RAZALI,BN,6267,MENANG,P.067 - KUALA KANGSAR,MANONG,15967,
836,PERAK,N. 35 - MANONG,JAMIL BIN DZULKARNAIN,PAS,4004,,P.067 - KUALA KANGSAR,MANONG,15967,
837,PERAK,N. 36 - PENGKALAN BAHARU,ABD MANAF BIN HASHIM,BN,6312,MENANG,P.068 - BERUAS,PENGKALAN BAHARU,13781,
838,PERAK,N. 36 - PENGKALAN BAHARU,MURAD BIN ABDULLAH,PKR,4688,,P.068 - BERUAS,PENGKALAN BAHARU,13781,
839,PERAK,N. 36 - PENGKALAN BAHARU,ZAKARIA BIN HASHIM,PAS,2781,,P.068 - BERUAS,PENGKALAN BAHARU,13781,
840,PERAK,N. 37 - PANTAI REMIS,WONG MAY ING,PKR,18608,MENANG,P.068 - BERUAS,PANTAI REMIS,23900,
841,PERAK,N. 37 - PANTAI REMIS,HO KEAN WEI,BN,5292,,P.068 - BERUAS,PANTAI REMIS,23900,
842,PERAK,N. 38 - ASTAKA,TEOH YEE CHERN,PKR,18814,MENANG,P.068 - BERUAS,ASTAKA,22452,
843,PERAK,N. 38 - ASTAKA,TENG KEEK SOONG,BN,3638,,P.068 - BERUAS,ASTAKA,22452,
844,PERAK,N. 39 - BELANJA,MOHD ZAHID BIN ABU BAKAR,PAS,3150,,P.069 - PARIT,BELANJA,11900,
845,PERAK,N. 39 - BELANJA,YAHANIS BIN YAHYA,PKR,2871,,P.069 - PARIT,BELANJA,11900,
846,PERAK,N. 39 - BELANJA,KHAIRUDIN BIN ABU HANIPAH,BN,5879,MENANG,P.069 - PARIT,BELANJA,11900,
847,PERAK,N. 40 - BOTA,KHAIRUL SHAHRIL BIN MOHAMED,BN,7411,MENANG,P.069 - PARIT,BOTA,17070,
848,PERAK,N. 40 - BOTA,MUHAMMAD ISMI BIN MAT TAIB,PAS,5589,,P.069 - PARIT,BOTA,17070,
849,PERAK,N. 40 - BOTA,AZRUL HAKKIM BIN AZHAR,PKR,4070,,P.069 - PARIT,BOTA,17070,
850,PERAK,N. 41 - MALIM NAWAR,CHANG GWO CHYANG,BN,5189,,P.070 - KAMPAR,MALIM NAWAR,16673,
851,PERAK,N. 41 - MALIM NAWAR,LEONG CHEOK KENG,PKR,11271,MENANG,P.070 - KAMPAR,MALIM NAWAR,16673,
852,PERAK,N. 41 - MALIM NAWAR,BAWANI A/P KANIAPAN,PSM,213,HILANG DEPOSIT,P.070 - KAMPAR,MALIM NAWAR,16673,
853,PERAK,N. 42 - KERANJI,CHONG ZHEMIN,PKR,12072,MENANG,P.070 - KAMPAR,KERANJI,16103,
854,PERAK,N. 42 - KERANJI,DANIEL WA WAI HOW,BN,4031,,P.070 - KAMPAR,KERANJI,16103,
855,PERAK,N. 43 - TUALANG SEKAH,MOHD AZLAN HELMI BIN HELMI,PKR,7668,,P.070 - KAMPAR,TUALANG SEKAH,19597,
856,PERAK,N. 43 - TUALANG SEKAH,MOHD SOFIAN BIN HAJI REJAB,PAS,3162,,P.070 - KAMPAR,TUALANG SEKAH,19597,
857,PERAK,N. 43 - TUALANG SEKAH,NOLEE ASHILIN BINTI MOHAMMED RADZI,BN,8767,MENANG,P.070 - KAMPAR,TUALANG SEKAH,19597,
858,PERAK,N. 44 - SUNGAI RAPAT,RADZI BIN ZAINON,PAS,4627,,P.071 - GOPENG,SUNGAI RAPAT,25863,
859,PERAK,N. 44 - SUNGAI RAPAT,HAMZAH BIN MOHD KASIM,BN,8811,,P.071 - GOPENG,SUNGAI RAPAT,25863,
860,PERAK,N. 44 - SUNGAI RAPAT,MOHAMMAD NIZAR BIN JAMALUDDIN,PKR,12425,MENANG,P.071 - GOPENG,SUNGAI RAPAT,25863,
861,PERAK,N. 45 - SIMPANG PULAI,TAN KAR HING,PKR,25659,MENANG,P.071 - GOPENG,SIMPANG PULAI,34690,
862,PERAK,N. 45 - SIMPANG PULAI,MOHAMAD ARIF BIN HAJI ABDUL LATIFF,PAS,4061,HILANG DEPOSIT,P.071 - GOPENG,SIMPANG PULAI,34690,
863,PERAK,N. 45 - SIMPANG PULAI,LIEW YEE LIN,BN,4970,,P.071 - GOPENG,SIMPANG PULAI,34690,
864,PERAK,N. 46 - TEJA,NG SHY CHING,PKR,10546,MENANG,P.071 - GOPENG,TEJA,18730,
865,PERAK,N. 46 - TEJA,MOKTHAR BIN ABDULLAH,PAS,2028,HILANG DEPOSIT,P.071 - GOPENG,TEJA,18730,
866,PERAK,N. 46 - TEJA,CHANG CHUN CHEUN,BN,6156,,P.071 - GOPENG,TEJA,18730,
867,PERAK,N. 47 - CHENDERIANG,NORDIN BIN HASSAN,PAS,1735,HILANG DEPOSIT,P.072 - TAPAH,CHENDERIANG,17020,
868,PERAK,N. 47 - CHENDERIANG,CHOONG SHIN HENG,BN,7623,,P.072 - TAPAH,CHENDERIANG,17020,
869,PERAK,N. 47 - CHENDERIANG,AHMAD FAIZAL BIN AZUMU,PKR,7662,MENANG,P.072 - TAPAH,CHENDERIANG,17020,
870,PERAK,N. 48 - AYER KUNING,SALMAH BINTI AB LATIFF,PAS,2993,,P.072 - TAPAH,AYER KUNING,19188,
871,PERAK,N. 48 - AYER KUNING,TAN SENG TOH,PKR,7054,,P.072 - TAPAH,AYER KUNING,19188,
872,PERAK,N. 48 - AYER KUNING,SAMSUDIN BIN ABU HASSAN,BN,9141,MENANG,P.072 - TAPAH,AYER KUNING,19188,
873,PERAK,N. 49 - SUNGAI MANIK,ZAINOL FADZI BIN PAHARUDIN,BN,9265,MENANG,P.073 - PASIR SALAK,SUNGAI MANIK,20831,
874,PERAK,N. 49 - SUNGAI MANIK,MOHAMAD MAHARANI BIN MD TASI,PKR,7326,,P.073 - PASIR SALAK,SUNGAI MANIK,20831,
875,PERAK,N. 49 - SUNGAI MANIK,MUSTAPA KAMAL BIN MAULUT,BERJASA,169,HILANG DEPOSIT,P.073 - PASIR SALAK,SUNGAI MANIK,20831,
876,PERAK,N. 49 - SUNGAI MANIK,MOHAMED YUSOFF BIN ABDULLAH,PAS,4071,,P.073 - PASIR SALAK,SUNGAI MANIK,20831,
877,PERAK,N. 50 - KAMPONG GAJAH,WAN NORASHIKIN BINTI WAN NOORDIN,BN,11026,MENANG,P.073 - PASIR SALAK,KAMPONG GAJAH,22568,
878,PERAK,N. 50 - KAMPONG GAJAH,ZAITON BINTI LATIFF,PKR,3861,,P.073 - PASIR SALAK,KAMPONG GAJAH,22568,
879,PERAK,N. 50 - KAMPONG GAJAH,MUSTAFA BIN SHAARI,PAS,7681,,P.073 - PASIR SALAK,KAMPONG GAJAH,22568,
880,PERAK,N. 51 - PASIR PANJANG,RASHIDI BIN IBRAHIM,BN,12904,,P.074 - LUMUT,PASIR PANJANG,34822,
881,PERAK,N. 51 - PASIR PANJANG,ROHAWATI BINTI ABIDIN,PAS,7795,,P.074 - LUMUT,PASIR PANJANG,34822,
882,PERAK,N. 51 - PASIR PANJANG,YAHAYA BIN MAT NOR,PKR,14123,MENANG,P.074 - LUMUT,PASIR PANJANG,34822,
883,PERAK,N. 52 - PANGKOR,ZAINAL ABIDIN BIN SAAD,PAS,3638,,P.074 - LUMUT,PANGKOR,18768,
884,PERAK,N. 52 - PANGKOR,ZAMBRY BIN ABD KADIR,BN,8378,MENANG,P.074 - LUMUT,PANGKOR,18768,
885,PERAK,N. 52 - PANGKOR,NORDIN BIN AHMAD ISMAIL,PKR,6752,,P.074 - LUMUT,PANGKOR,18768,
886,PERAK,N. 53 - RUNGKUP,SHAHRUL ZAMAN BIN YAHYA,BN,6529,MENANG,P.075 - BAGAN DATUK,RUNGKUP,12419,
887,PERAK,N. 53 - RUNGKUP,HATIM BIN MUSA,PKR,3460,,P.075 - BAGAN DATUK,RUNGKUP,12419,
888,PERAK,N. 53 - RUNGKUP,MOHD MOHKHERI BIN JALIL,PAS,2430,,P.075 - BAGAN DATUK,RUNGKUP,12419,
889,PERAK,N. 54 - HUTAN MELINTANG,KHAIRUDDIN BIN TARMIZI,BN,10961,MENANG,P.075 - BAGAN DATUK,HUTAN MELINTANG,24331,
890,PERAK,N. 54 - HUTAN MELINTANG,G. MANIVANNAN A/L GOWINDASAMY,PKR,10220,,P.075 - BAGAN DATUK,HUTAN MELINTANG,24331,
891,PERAK,N. 54 - HUTAN MELINTANG,MOHD MISBAHUL MUNIR BIN MASDUKI,PAS,3150,,P.075 - BAGAN DATUK,HUTAN MELINTANG,24331,
892,PERAK,N. 55 - PASIR BEDAMAR,KUMARESAN A/L SHANMUGAM,PAS,939,HILANG DEPOSIT,P.076 - TELUK INTAN,PASIR BEDAMAR,25379,
893,PERAK,N. 55 - PASIR BEDAMAR,KONG SUN CHIN,BN,4960,,P.076 - TELUK INTAN,PASIR BEDAMAR,25379,
894,PERAK,N. 55 - PASIR BEDAMAR,TERENCE NAIDU A/L V. RAJA @ RAJA NAIDU,PKR,19480,MENANG,P.076 - TELUK INTAN,PASIR BEDAMAR,25379,
